0,0
2.35865e-09,0
4.71731e-09,0
7.07596e-09,0
9.43462e-09,0
1.17933e-08,0
1.41519e-08,6.46235e-27
1.65106e-08,0
1.88692e-08,0
2.12279e-08,0
2.35865e-08,0
2.59452e-08,2.58494e-26
2.83039e-08,-5.16988e-26
3.06625e-08,0
3.30212e-08,-1.03398e-25
3.53798e-08,0
3.77385e-08,0
4.00971e-08,0
4.24558e-08,0
4.48144e-08,0
4.71731e-08,-4.68266e-18
4.95317e-08,-6.66034e-18
5.18904e-08,-4.76545e-16
5.4249e-08,-6.77743e-16
5.66077e-08,-1.11638e-14
5.89664e-08,-1.58718e-14
6.1325e-08,-1.04014e-13
6.36837e-08,-1.47769e-13
6.60423e-08,-4.75801e-13
6.8401e-08,-6.74921e-13
7.07596e-08,-1.22552e-12
7.31183e-08,-1.73271e-12
7.54769e-08,-2.21654e-12
7.78356e-08,-3.11484e-12
8.01942e-08,-4.04988e-12
8.25529e-08,-5.65527e-12
8.49116e-08,-8.10349e-12
8.72702e-08,-1.12664e-11
8.96289e-08,-1.557e-11
9.19875e-08,-2.1537e-11
9.43462e-08,-2.95802e-11
9.67048e-08,-4.13064e-11
9.90635e-08,-5.69008e-11
1.01422e-07,-7.73869e-11
1.03781e-07,-1.0557e-10
1.06139e-07,-1.44138e-10
1.08498e-07,-1.96045e-10
1.10857e-07,-2.65606e-10
1.13215e-07,-3.59247e-10
1.15574e-07,-4.84911e-10
1.17933e-07,-6.52637e-10
1.20291e-07,-8.76046e-10
1.2265e-07,-1.17327e-09
1.25009e-07,-1.56748e-09
1.27367e-07,-2.08864e-09
1.29726e-07,-2.77609e-09
1.32085e-07,-3.68085e-09
1.34443e-07,-4.86828e-09
1.36802e-07,-6.42244e-09
1.39161e-07,-8.45159e-09
1.41519e-07,-1.10942e-08
1.43878e-07,-1.45268e-08
1.46237e-07,-1.89736e-08
1.48595e-07,-2.47196e-08
1.50954e-07,-3.21255e-08
1.53313e-07,-4.16457e-08
1.55671e-07,-5.3852e-08
1.5803e-07,-6.94617e-08
1.60388e-07,-8.93722e-08
1.62747e-07,-1.14702e-07
1.65106e-07,-1.46843e-07
1.67464e-07,-1.8752e-07
1.69823e-07,-2.38865e-07
1.72182e-07,-3.03508e-07
1.7454e-07,-3.84681e-07
1.76899e-07,-4.86343e-07
1.79258e-07,-6.13333e-07
1.81616e-07,-7.71547e-07
1.83975e-07,-9.68144e-07
1.86334e-07,-1.2118e-06
1.88692e-07,-1.51297e-06
1.91051e-07,-1.88427e-06
1.9341e-07,-2.34082e-06
1.95768e-07,-2.90071e-06
1.98127e-07,-3.58553e-06
2.00486e-07,-4.42092e-06
2.02844e-07,-5.4373e-06
2.05203e-07,-6.67061e-06
2.07562e-07,-8.16317e-06
2.0992e-07,-9.9647e-06
2.12279e-07,-1.21333e-05
2.14638e-07,-1.4737e-05
2.16996e-07,-1.78544e-05
2.19355e-07,-2.15772e-05
2.21714e-07,-2.6011e-05
2.24072e-07,-3.12772e-05
2.26431e-07,-3.75155e-05
2.28789e-07,-4.48853e-05
2.31148e-07,-5.35683e-05
2.33507e-07,-6.37708e-05
2.35865e-07,-7.57264e-05
2.38224e-07,-8.9698e-05
2.40583e-07,-0.000105981
2.42941e-07,-0.000124906
2.453e-07,-0.000146842
2.47659e-07,-0.000172198
2.50017e-07,-0.000201425
2.52376e-07,-0.000235023
2.54735e-07,-0.000273536
2.57093e-07,-0.000317563
2.59452e-07,-0.000367751
2.61811e-07,-0.000424802
2.64169e-07,-0.000489473
2.66528e-07,-0.000562573
2.68887e-07,-0.000644967
2.71245e-07,-0.000737572
2.73604e-07,-0.000841354
2.75963e-07,-0.000957328
2.78321e-07,-0.00108655
2.8068e-07,-0.00123011
2.83039e-07,-0.00138914
2.85397e-07,-0.00156478
2.87756e-07,-0.0017582
2.90114e-07,-0.00197054
2.92473e-07,-0.00220296
2.94832e-07,-0.00245659
2.9719e-07,-0.00273251
2.99549e-07,-0.00303175
3.01908e-07,-0.00335525
3.04266e-07,-0.00370389
3.06625e-07,-0.00407841
3.08984e-07,-0.00447943
3.11342e-07,-0.00490741
3.13701e-07,-0.00536263
3.1606e-07,-0.0058452
3.18418e-07,-0.00635498
3.20777e-07,-0.00689163
3.23136e-07,-0.00745454
3.25494e-07,-0.00804282
3.27853e-07,-0.00865533
3.30212e-07,-0.00929061
3.3257e-07,-0.00994691
3.34929e-07,-0.0106222
3.37288e-07,-0.011314
3.39646e-07,-0.0120197
3.42005e-07,-0.0127364
3.44364e-07,-0.0134607
3.46722e-07,-0.0141891
3.49081e-07,-0.0149179
3.51439e-07,-0.0156428
3.53798e-07,-0.0163598
3.56157e-07,-0.0170644
3.58515e-07,-0.017752
3.60874e-07,-0.018418
3.63233e-07,-0.0190576
3.65591e-07,-0.0196663
3.6795e-07,-0.0202393
3.70309e-07,-0.0207721
3.72667e-07,-0.0212601
3.75026e-07,-0.0216993
3.77385e-07,-0.0220856
3.79743e-07,-0.0224154
3.82102e-07,-0.0226852
3.84461e-07,-0.0228921
3.86819e-07,-0.0230337
3.89178e-07,-0.0231077
3.91537e-07,-0.0231129
3.93895e-07,-0.0230474
3.96254e-07,-0.0229442
3.98613e-07,-0.0227048
4.00971e-07,-0.0231438
4.0333e-07,-0.0220824
4.05689e-07,-0.0273863
4.08047e-07,-0.0211912
4.10406e-07,-0.0393361
4.12765e-07,-0.0200509
4.15123e-07,-0.0383709
4.17482e-07,-0.0186886
4.1984e-07,-0.00199926
4.22199e-07,-0.0171383
4.24558e-07,0.00588985
4.26916e-07,-0.0154389
4.29275e-07,-0.0304207
4.31634e-07,-0.0136327
4.33992e-07,-0.00887615
4.36351e-07,-0.0117638
4.3871e-07,-0.0012921
4.41068e-07,-0.0520267
4.43427e-07,-0.0209793
4.45786e-07,0.0322234
4.48144e-07,0.00434646
4.50503e-07,-0.0250139
4.52862e-07,-0.0116484
4.5522e-07,0.0135203
4.57579e-07,-0.00135691
4.59938e-07,-0.0156122
4.62296e-07,-9.78135e-05
4.64655e-07,0.0107235
4.67014e-07,-0.00505512
4.69372e-07,-0.00979743
4.71731e-07,0.00642408
4.7409e-07,0.0101448
4.76448e-07,-0.00477301
4.78807e-07,-0.0058296
4.81165e-07,0.00842376
4.83524e-07,0.00998723
4.85883e-07,-0.00232385
4.88241e-07,-0.00314174
4.906e-07,0.00792251
4.92959e-07,0.00974764
4.95317e-07,0.000538305
4.97676e-07,-0.00141715
5.00035e-07,0.00642564
5.02393e-07,0.00929367
5.04752e-07,0.00288868
